day	time	size	price	sign
1	35886.004	100	350.3	1
1	35886.004	100	350.3	1
1	35958.906	5	350.18	1
1	35994.859	100	350.01	-1
1	36000.492	100	349.82	-1
1	36000.492	100	350	-1
1	36000.496	1	349.82	-1
1	36000.52	1	349.81	-1
1	36000.645	1	349.8	-1
1	36000.684	99	349.79	-1
1	36000.91	100	349.91	-1
1	36002.945	1	350.05	1
1	36002.949	100	349.91	-1
1	36007.461	19	350.02	1
1	36008.016	55	349.96	1
1	36008.055	100	349.8	-1
1	36008.074	45	349.96	1
1	36010.371	19	350.04	1
1	36010.371	2	350.04	1
1	36010.371	19	350.05	1
1	36016.84	13	350.12	1
1	36016.844	13	350.13	1
1	36016.848	13	350.14	1
1	36016.895	100	350.18	1
1	36016.934	11	350.18	1
1	36022.523	4	350.01	-1
1	36025.254	26	350.25	1
1	36029.453	2	350.26	1
1	36029.453	32	350.26	1
1	36058.406	1	349.79	-1
1	36058.406	41	349.78	-1
1	36072.961	1	350.01	-1
1	36073.563	1	350.01	-1
1	36075.875	1	350.01	-1
1	36077.328	1	350.01	-1
1	36080.52	1	350.01	-1
1	36080.527	11	350.01	-1
1	36080.602	1	349.95	-1
1	36080.602	84	350.01	-1
1	36081.277	1	350.03	1
1	36081.277	99	350.03	1
1	36094.77	55	349.8	-1
1	36094.77	63	349.78	-1
1	36094.77	82	349.85	-1
1	36104.172	100	349.82	-1
1	36104.172	30	349.78	-1
1	36104.172	100	349.76	-1
1	36104.172	1	349.76	-1
1	36104.172	33	349.76	-1
1	36104.172	66	349.78	-1
1	36104.176	18	349.76	-1
1	36104.184	46	349.76	-1
1	36104.184	15	349.76	-1
1	36104.184	3	349.76	-1
1	36104.191	100	349.85	-1
1	36104.195	11	349.81	-1
1	36104.195	89	349.81	-1
1	36104.199	11	349.65	-1
1	36105.375	8	349.71	1
1	36124.254	8	349.38	-1
1	36124.805	1	349.37	-1
1	36124.805	100	349.35	-1
1	36142.066	10	349.29	-1
1	36175.477	8	349.33	1
1	36175.477	92	349.37	1
1	36190.988	100	349.35	1
1	36190.988	100	349.35	1
1	36191	38	349.36	1
1	36191.008	62	349.36	1
1	36236.32	89	349.25	1
1	36263.688	1	348.99	-1
1	36264.199	7	349.1	1
1	36264.199	15	349.16	1
1	36270.902	31	349.33	1
1	36274.918	10	348.99	-1
1	36274.918	90	349.09	-1
1	36277.508	31	349.17	1
1	36277.508	69	349.09	1
1	36279.059	16	349.18	1
1	36279.156	62	349.24	-1
1	36279.16	100	349.25	-1
1	36279.535	100	349.35	1
1	36279.535	100	349.35	1
1	36279.539	100	349.36	1
1	36279.539	100	349.37	1
1	36279.539	100	349.37	1
1	36279.539	100	349.38	1
1	36279.539	100	349.38	1
1	36279.539	100	349.38	1
1	36279.539	100	349.41	1
1	36279.539	10	349.42	1
1	36280.496	30	349.6	1
1	36280.496	18	349.68	-1
1	36292.637	290	349.5	1
1	36292.637	18	349.5	1
1	36292.637	100	349.5	1
1	36292.637	592	349.5	1
1	36292.637	8	349.5	-1
1	36311.574	100	349.39	1
1	36311.574	100	349.66	1
1	36373.273	100	349.31	-1
1	36375.387	1	349.16	-1
1	36375.391	99	349.09	-1
1	36382.656	10	349.13	-1
1	36390.664	25	349.05	-1
1	36390.664	75	349.02	-1
1	36390.676	25	349.03	-1
1	36390.684	1	348.98	-1
1	36423.391	100	349.09	1
1	36423.391	10	349.09	1
1	36423.395	46	349.09	1
1	36423.395	100	349.09	1
1	36423.395	44	349.09	1
1	36423.395	56	349.09	1
1	36423.398	100	349.09	1
1	36423.398	144	349.09	1
1	36423.398	19	349.12	1
1	36423.398	19	349.12	1
1	36423.398	38	349.12	1
1	36423.402	100	349.15	1
1	36423.402	10	349.24	1
1	36423.402	10	349.25	1
1	36423.402	30	349.2	1
1	36424.301	100	349.46	1
1	36454.746	100	349.52	-1
1	36454.746	100	349.5	-1
1	36454.746	100	349.49	-1
1	36454.746	11	349.35	-1
1	36454.758	1	349.2	-1
1	36540.336	1	348.96	-1
1	36540.344	1	348.91	-1
1	36540.344	64	348.91	-1
1	36540.441	15	348.83	-1
1	36540.441	15	348.84	-1
1	36540.441	19	348.76	-1
1	36540.441	30	348.78	-1
1	36540.445	15	348.72	-1
1	36562.59	100	348.98	1
1	36610.168	1	348.68	1
1	36616.094	16	348.63	-1
1	36616.094	1	348.54	-1
1	36616.094	16	348.54	-1
1	36616.094	50	348.6	-1
1	36616.094	39	348.53	-1
1	36616.098	61	348.53	-1
1	36616.098	1	348.52	-1
1	36617.02	15	348.52	-1
1	36617.023	15	348.49	1
1	36617.023	100	348.46	-1
1	36651.352	10	348.53	1
1	36651.355	100	348.53	1
1	36651.379	185	348.57	1
1	36651.379	100	348.57	1
1	36651.383	15	348.57	1
1	36651.387	9	348.65	1
1	36651.387	8	348.66	1
1	36651.387	8	348.67	1
1	36651.391	9	348.7	1
1	36651.504	100	348.66	1
1	36736.094	100	348.37	-1
1	36744.156	1	348.31	-1
1	36763.598	10	348.49	1
1	36763.645	11	348.62	1
1	36764.668	1	348.69	1
1	36764.668	19	348.71	1
1	36764.668	20	348.69	1
1	36764.668	60	348.79	1
1	36811.293	30	348.59	-1
1	36825.34	1	348.64	-1
1	36834.172	100	348.55	-1
1	36834.172	100	348.64	-1
1	36834.172	2	348.55	-1
1	36834.172	98	348.54	-1
1	36862.742	3	348.57	-1
1	36891.555	20	348.83	1
1	36923.961	1	348.56	-1
1	36930.891	100	348.54	-1
1	36940.07	2	348.54	-1
1	36981.609	1	348.43	-1
1	36981.613	100	348.42	-1
1	36981.613	11	348.38	-1
1	36981.613	16	348.39	-1
1	36981.613	73	348.41	-1
1	36981.613	11	348.34	-1
1	36981.613	11	348.35	-1
1	36981.613	11	348.36	-1
1	36981.613	12	348.33	-1
1	36981.613	14	348.37	-1
1	36981.613	3	348.38	-1
1	36981.613	10	348.36	-1
1	37026.805	1	348.05	-1
1	37029.738	100	348	-1
1	37086.051	200	348.31	1
1	37086.051	100	348.32	1
1	37086.051	100	348.32	1
1	37104.82	100	348.24	1
1	37122.426	100	348.4	1
1	37122.43	100	348.46	1
1	37122.43	100	348.47	1
1	37122.43	8	348.49	1
1	37122.43	8	348.5	1
1	37122.441	100	348.71	1
1	37122.441	100	348.72	1
1	37122.441	100	348.72	1
1	37122.441	100	348.94	1
1	37127.531	100	348.77	-1
1	37179.25	100	348.94	1
1	37180.355	100	348.95	1
1	37180.359	12	349.03	1
1	37180.359	88	349.03	1
1	37180.379	10	349.03	1
1	37269.113	1	349.22	1
1	37269.113	30	349.22	1
1	37269.113	20	349.27	1
1	37269.113	12	349.29	1
1	37269.113	12	349.3	1
1	37269.113	12	349.31	1
1	37270.285	1	349.17	-1
1	37272.203	6	349.31	1
1	37278.738	100	349.17	-1
1	37284.066	2	349.12	-1
1	37385.496	100	348.77	-1
1	37385.496	4	348.92	1
1	37385.691	36	348.95	1
1	37406.223	49	348.99	1
1	37417.367	1	348.71	-1
1	37417.367	1	348.76	-1
1	37417.367	7	348.74	-1
1	37450.039	100	348.68	-1
1	37450.039	100	348.66	-1
1	37450.039	19	348.65	-1
1	37450.043	100	348.61	-1
1	37474.152	92	348.5	1
1	37486.371	8	348.5	1
1	37486.375	100	348.51	1
1	37486.375	100	348.56	1
1	37486.379	7	348.63	1
1	37486.379	7	348.64	1
1	37486.379	7	348.65	1
1	37560.582	19	348.6	-1
1	37560.582	19	348.61	-1
1	37560.582	31	348.59	-1
1	37560.582	38	348.59	-1
1	37560.582	1	348.57	-1
1	37560.582	20	348.57	-1
1	37560.582	31	348.58	-1
1	37560.582	48	348.59	-1
1	37560.586	11	348.57	-1
1	37560.586	16	348.52	-1
1	37560.586	16	348.53	-1
1	37560.586	4	348.51	-1
1	37560.59	100	348.46	-1
1	37560.594	60	348.46	-1
1	37560.594	40	348.46	-1
1	37560.758	19	348.41	-1
1	37560.758	30	348.41	-1
1	37560.758	2	348.41	-1
1	37562.289	1	348.49	1
1	37746.949	1	348.6	-1
1	37750.922	1	348.55	-1
1	37750.922	1	348.55	-1
1	37750.922	100	348.48	-1
1	37751.246	19	348.45	-1
1	37751.246	32	348.44	-1
1	37751.246	32	348.41	-1
1	37767.723	19	348.34	-1
1	37767.723	19	348.35	-1
1	37767.723	2	348.32	-1
1	37767.723	30	348.34	-1
1	37767.723	30	348.35	-1
1	37767.723	2	348.32	-1
1	37767.723	98	348.32	-1
1	37767.73	30	348.33	-1
1	37767.734	70	348.32	-1
1	37868.051	79	348.18	-1
1	37889.875	1	348.13	-1
1	37890.93	100	348.17	-1
1	37921.699	100	348.4	1
1	37921.699	100	348.41	1
1	37921.699	86	348.45	1
1	37921.699	100	348.46	1
1	37921.703	100	348.45	1
1	37923.367	70	348.38	1
1	37943.512	3	348.33	1
1	37943.512	8	348.33	1
1	37943.934	2	348.41	1
1	37943.934	30	348.38	1
1	37973.57	1	348.21	-1
1	37973.57	31	348.16	-1
1	37973.57	69	348.16	-1
1	37973.57	20	348.14	-1
1	37973.57	11	348.16	-1
1	37993.535	1	348.08	-1
1	37993.535	75	348.08	-1
1	38007.066	15	348.02	-1
1	38008.082	100	347.96	-1
1	38028.23	100	348.13	1
1	38086.516	1	347.76	-1
1	38087.297	15	347.68	-1
1	38087.297	15	347.67	-1
1	38093.035	100	347.66	1
1	38128.426	100	347.8	1
1	38128.434	100	347.84	1
1	38128.434	100	347.84	1
1	38128.434	200	347.84	1
1	38128.434	100	347.9	1
1	38128.434	6	347.95	1
1	38128.434	6	347.96	1
1	38128.434	6	347.97	1
1	38128.629	100	348.3	1
1	38128.723	100	348.17	-1
1	38128.727	100	348.13	-1
1	38128.727	100	348.17	-1
1	38128.727	137	348.12	-1
1	38128.727	7	348.12	-1
1	38128.727	93	348.12	-1
1	38128.727	100	348.31	1
1	38128.77	33	348.27	1
1	38128.77	67	348.3	1
1	38128.785	100	348.1	-1
1	38129.355	12	347.99	-1
1	38129.355	67	347.94	-1
1	38219.918	100	347.87	-1
1	38219.918	1	347.87	-1
1	38219.918	1	347.88	-1
1	38219.918	2	347.9	-1
1	38219.918	96	347.87	-1
1	38219.926	100	347.82	-1
1	38219.926	13	347.83	-1
1	38221.105	3	347.75	-1
1	38221.113	13	347.74	-1
1	38221.113	20	347.63	-1
1	38221.113	31	347.64	-1
1	38221.113	3	347.74	-1
1	38327.313	100	347.98	-1
1	38413.199	1	347.67	-1
1	38413.199	30	347.67	-1
1	38413.199	19	347.66	-1
1	38413.199	30	347.63	-1
1	38413.199	30	347.64	-1
1	38413.203	1	347.58	-1
1	38413.207	13	347.54	-1
1	38413.207	25	347.48	-1
1	38413.207	25	347.49	-1
1	38413.207	25	347.5	-1
1	38413.207	25	347.51	-1
1	38413.211	25	347.47	-1
1	38413.316	12	347.39	-1
1	38418.152	19	347.32	-1
1	38419.703	19	347.31	-1
1	38419.707	19	347.23	-1
1	38419.707	30	347.21	-1
1	38424.289	100	347.16	-1
1	38424.289	19	347.16	-1
1	38424.289	81	347.16	-1
1	38424.297	10	347.11	-1
1	38425.039	19	347	-1
1	38425.039	50	347	-1
1	38425.039	50	347	-1
1	38441.371	11	346.95	-1
1	38441.371	14	346.95	-1
1	38460.305	2	347.14	1
1	38460.305	7	347.16	1
1	38460.305	91	347.12	1
1	38460.305	7	347.16	1
1	38460.305	93	347.16	1
1	38460.305	9	347.16	1
1	38460.309	100	347.21	1
1	38460.309	16	347.22	1
1	38460.309	84	347.22	1
1	38460.309	16	347.21	1
1	38460.309	84	347.21	1
1	38460.309	6	347.21	1
1	38460.555	100	347.46	1
1	38460.555	7	347.56	1
1	38480.484	100	347.64	1
1	38500.621	100	347.71	1
1	38526.965	1	347.39	-1
1	38526.965	91	347.39	-1
1	38526.996	1	347.31	-1
1	38528.535	4	347.34	-1
1	38528.535	96	347.33	-1
1	38540.324	100	347.49	1
1	38652.375	1	347.22	-1
1	38675.801	19	347.39	1
1	38675.801	24	347.39	1
1	38675.801	6	347.39	1
1	38675.801	98	347.39	1
1	38716.285	19	347.5	1
1	38716.285	24	347.5	1
1	38716.285	57	347.5	1
1	38757.402	57	347.5	1
1	38757.402	8	347.5	1
1	38818.578	1	347.47	-1
1	38818.578	1	347.5	-1
1	38818.578	19	347.48	-1
1	38818.578	19	347.49	-1
1	38818.578	58	347.46	-1
1	38818.582	42	347.46	-1
1	38818.582	9	347.4	-1
1	38818.582	9	347.41	-1
1	38819.438	100	347.46	-1
1	38841.039	2	347.61	1
1	38847.117	13	347.61	1
1	38847.117	13	347.61	1
1	38847.117	13	347.61	1
1	38847.117	8	347.61	1
1	38847.117	8	347.61	1
1	38847.117	8	347.61	1
1	38847.117	2	347.62	1
1	38847.117	35	347.61	1
1	38935.086	10	347.66	1
1	38935.086	9	347.63	1
1	38935.09	81	347.7	1
1	38939.707	11	347.3	-1
1	38942.086	1	347.38	1
1	38977.453	13	347.48	1
1	39040.125	1	347.23	-1
1	39040.148	1	347.2	-1
1	39040.148	99	347.19	-1
1	39040.152	1	347.19	-1
1	39040.16	1	347.15	-1
1	39069.734	100	347.21	1
1	39074.066	100	347.23	1
1	39074.066	59	347.24	1
1	39134.32	1	347.05	-1
1	39134.32	99	347	-1
1	39134.32	1	347	-1
1	39198.238	100	347.11	1
1	39198.301	3	347.22	1
1	39262.18	97	347.22	1
1	39262.18	10	347.25	1
1	39262.18	5	347.25	1
1	39262.188	10	347.29	1
1	39262.188	10	347.3	1
1	39262.188	9	347.31	1
1	39262.223	10	347.36	1
1	39316.828	1	347.03	-1
1	39501.871	1	346.97	-1
1	39501.871	2	347	-1
1	39501.871	2	347	-1
1	39547.383	100	347.34	1
1	39593.457	100	347.33	1
1	39593.457	100	347.33	1
1	39615.152	4	347.26	1
1	39615.152	96	347.26	1
1	39615.152	4	347.26	1
1	39615.152	4	347.26	1
1	39617.266	4	347.34	-1
1	39747.117	100	347.53	1
1	39878.453	100	347.47	-1
1	39878.453	6	347.47	-1
1	40016.012	11	347.31	-1
1	40052.371	1	347.3	-1
1	40052.375	100	347.28	-1
1	40052.375	1	347.29	-1
1	40052.375	1	347.29	-1
1	40052.375	11	347.24	-1
1	40052.383	11	347.18	-1
1	40142.113	100	347.28	1
1	40142.113	100	347.3	1
1	40142.117	8	347.37	1
1	40142.117	8	347.38	1
1	40142.117	8	347.39	1
1	40151.41	100	347.51	1
1	40151.426	13	347.51	1
1	40151.426	87	347.51	1
1	40151.434	13	347.51	1
1	40151.434	87	347.51	1
1	40151.434	87	347.51	1
1	40151.449	100	347.55	1
1	40151.449	9	347.58	1
1	40151.453	4	347.59	1
1	40186.434	100	347.68	1
1	40186.434	100	347.68	1
1	40186.438	32	347.68	1
1	40207.125	20	347.7	-1
1	40237.434	100	347.89	1
1	40270.613	20	347.89	-1
1	40270.613	80	347.89	-1
1	40342.789	100	347.89	-1
1	40347.723	1	347.72	-1
1	40360.531	100	347.72	-1
1	40360.605	15	347.71	-1
1	40381.832	1	347.83	1
1	40382.656	100	347.86	1
1	40400.156	100	347.87	1
1	40408.012	100	347.71	-1
1	40419.895	1	347.54	-1
1	40589.457	100	347.83	1
1	40591.094	1	347.84	-1
1	40658.797	1	347.63	-1
1	40658.797	100	347.62	-1
1	40675.844	56	347.81	1
1	40675.844	11	347.81	1
1	40675.844	33	347.81	1
1	40798.211	100	347.52	1
1	40798.215	100	347.52	1
1	40799.582	19	347.64	1
1	40799.582	51	347.64	1
1	40829.371	100	347.7	1
1	40876.859	55	347.82	1
1	40876.859	4	347.82	1
1	40876.859	4	347.82	1
1	40876.859	37	347.82	1
1	40983.609	3	347.46	-1
1	40987.785	100	347.79	1
1	41054.609	100	347.64	1
1	41115.137	5	347.83	1
1	41115.684	100	347.86	1
1	41115.688	100	347.86	1
1	41115.688	4	347.87	1
1	41115.688	4	347.88	1
1	41115.688	3	347.89	1
1	41115.746	97	347.89	1
1	41115.746	5	347.9	1
1	41115.746	4	347.92	1
1	41115.746	4	347.93	1
1	41115.746	4	347.94	1
1	41230.09	55	347.8	1
1	41234.371	45	347.8	1
1	41234.371	55	347.8	1
1	41234.371	45	347.8	1
1	41234.371	55	347.8	1
1	41234.449	45	347.8	1
1	41234.805	100	347.8	1
1	41288.25	10	347.93	1
1	41302.031	87	347.88	-1
1	41316.016	55	348.23	1
1	41341.563	10	348.24	1
1	41341.563	10	348.24	1
1	41341.566	10	348.24	1
1	41341.566	11	348.24	1
1	41343.094	2	348.25	1
1	41478.891	10	348.42	1
1	41478.891	10	348.43	1
1	41478.891	10	348.44	1
1	41478.891	19	348.38	1
1	41478.895	3	348.44	1
1	41485.277	100	348.29	-1
1	41495.27	3	348.2	-1
1	41600.398	100	348.1	-1
1	41600.398	100	348.1	-1
1	41600.406	1	348.05	-1
1	41605.563	200	348.04	-1
1	41651.207	100	348.04	-1
1	41651.207	2	347.91	-1
1	41651.211	98	347.88	-1
1	41651.215	2	347.88	-1
1	41651.215	5	347.84	-1
1	41655.809	6	347.69	-1
1	41662.199	1	348.01	1
1	41668.289	39	347.96	1
1	41668.289	61	347.96	1
1	41859.012	100	347.81	1
1	41889.016	19	347.82	1
1	41889.016	32	347.82	1
1	41889.016	32	347.84	1
1	41889.016	50	347.84	1
1	41889.016	67	347.84	1
1	41905.07	2	347.62	-1
1	41927.234	1	347.61	-1
1	41927.234	1	347.61	-1
1	41927.234	100	347.61	-1
1	41937.086	100	347.6	-1
1	41937.09	100	347.6	-1
1	41937.09	75	347.6	-1
1	41953.961	80	347.6	1
1	41953.965	20	347.6	1
1	41954.199	10	347.55	-1
1	41956.145	90	347.55	-1
1	41956.148	10	347.545	-1
1	41976.117	23	347.69	1
1	41976.117	4	347.69	1
1	41976.117	4	347.69	1
1	41976.117	69	347.69	1
1	42062.75	5	347.54	-1
1	42172.172	19	347.73	1
1	42172.172	81	347.74	1
1	42172.18	200	347.74	1
1	42172.184	19	347.74	1
1	42172.184	19	347.74	1
1	42172.184	50	347.74	1
1	42172.184	12	347.76	1
1	42179.09	20	347.76	1
1	42187	1	347.51	-1
1	42187	4	347.56	-1
1	42187	46	347.5	-1
1	42187	49	347.54	-1
1	42187	54	347.5	-1
1	42187	23	347.55	-1
1	42187	23	347.55	-1
1	42234.395	4	347.83	1
1	42234.395	47	347.88	1
1	42234.395	49	347.83	1
1	42234.5	1	347.93	1
1	42234.5	19	347.91	1
1	42234.5	32	347.91	1
1	42234.5	32	347.93	1
1	42234.5	4	347.91	1
1	42234.5	4	347.92	1
1	42234.5	8	347.91	1
1	42293.238	1	347.6	-1
1	42293.242	32	347.83	1
1	42293.242	19	347.83	1
1	42293.352	19	347.84	1
1	42293.352	30	347.84	1
1	42381.887	100	347.54	-1
1	42381.887	100	347.55	-1
1	42381.887	100	347.57	-1
1	42381.887	1	347.56	-1
1	42381.887	15	347.5	-1
1	42381.887	19	347.47	-1
1	42381.887	19	347.48	-1
1	42381.887	30	347.48	-1
1	42381.887	32	347.46	-1
1	42381.887	32	347.47	-1
1	42381.887	9	347.48	-1
1	42381.906	19	347.5	-1
1	42381.906	30	347.5	-1
1	42381.922	19	347.5	-1
1	42381.922	30	347.5	-1
1	42381.934	19	347.49	-1
1	42381.934	2	347.51	-1
1	42381.934	30	347.49	-1
1	42381.945	19	347.49	-1
1	42381.945	30	347.49	-1
1	42381.961	19	347.49	-1
1	42381.961	30	347.49	-1
1	42381.969	19	347.48	-1
1	42381.969	30	347.48	-1
1	42382	32	347.45	-1
1	42382.016	10	347.41	-1
1	42382.031	1	347.36	-1
1	42383.559	1	347.49	1
1	42384.699	1	347.34	-1
